CHNL_CD	CUST_CD	PD_CD	PD_NM	DT	SALES	AMT	DC	UNIT_PRICE	STORE_PRICE
SELL-IN	B	201 	라	20170302	2,111,722 	935 	49.0%	2,259 	4,432 
SELL-IN	B	201 	라	20170303	1,993,480 	860 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170304	0 	0 			
SELL-IN	B	201 	라	20170305	0 	0 			
SELL-IN	B	201 	라	20170306	1,738,500 	750 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170307	1,784,860 	770 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170308	591,090 	255 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170309	904,020 	390 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170310	1,263,310 	545 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170311	46,360 	20 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170312	0 	0 			
SELL-IN	B	201 	라	20170313	973,560 	420 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170314	950,380 	410 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170315	1,054,690 	455 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170316	463,600 	200 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170317	1,101,050 	475 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170318	0 	0 			
SELL-IN	B	201 	라	20170319	0 	0 			
SELL-IN	B	201 	라	20170320	1,773,270 	765 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170321	1,112,640 	480 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170322	695,400 	300 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170323	753,350 	325 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170324	1,193,770 	515 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170325	23,180 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170326	0 	0 			
SELL-IN	B	201 	라	20170327	1,124,230 	485 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170328	811,300 	350 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170329	753,350 	325 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170330	892,430 	385 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170331	950,380 	410 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170401	1,210,770 	525 	48.0%	2,306 	4,432 
SELL-IN	B	201 	라	20170402	0 	0 			
SELL-IN	B	201 	라	20170403	1,610,240 	700 	48.1%	2,300 	4,432 
SELL-IN	B	201 	라	20170404	1,691,370 	735 	48.1%	2,301 	4,432 
SELL-IN	B	201 	라	20170405	927,200 	400 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170406	613,500 	270 	48.7%	2,272 	4,432 
SELL-IN	B	201 	라	20170407	1,309,670 	565 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170408	185,440 	80 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170409	0 	0 			
SELL-IN	B	201 	라	20170410	1,343,670 	585 	48.2%	2,297 	4,432 
SELL-IN	B	201 	라	20170411	649,040 	280 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170412	1,598,000 	940 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170413	2,193,000 	1,290 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170414	4,102,100 	2,413 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170415	323,000 	190 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170416	0 	0 			
SELL-IN	B	201 	라	20170417	2,584,000 	1,520 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170418	3,000,500 	1,765 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170419	2,371,500 	1,395 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170420	1,929,500 	1,135 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170421	3,187,500 	1,875 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170422	1,708,500 	1,005 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170423	0 	0 			
SELL-IN	B	201 	라	20170424	1,198,500 	705 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170425	1,725,500 	1,015 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170426	1,538,500 	905 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170427	1,173,000 	690 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170428	1,020,000 	600 	61.6%	1,700 	4,432 
SELL-IN	B	201 	라	20170429	1,425,570 	615 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170430	-299,050 	-185 	63.5%	1,616 	4,432 
SELL-IN	B	201 	라	20170501	1,956,420 	900 	51.0%	2,174 	4,432 
SELL-IN	B	201 	라	20170502	1,216,950 	525 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170503	1,298,080 	560 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170504	1,182,180 	510 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170505	1,263,310 	545 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170506	1,784,860 	770 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170507	0 	0 			
SELL-IN	B	201 	라	20170508	2,955,450 	1,275 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170509	567,910 	245 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170510	2,271,640 	980 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170511	1,112,640 	480 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170512	695,400 	300 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170513	1,216,950 	525 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170514	0 	0 			
SELL-IN	B	201 	라	20170515	1,529,880 	660 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170516	846,070 	365 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170517	1,483,520 	640 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170518	927,200 	400 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170519	1,019,920 	440 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170520	2,202,100 	950 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170521	0 	0 			
SELL-IN	B	201 	라	20170522	2,016,660 	870 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170523	1,947,120 	840 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170524	904,020 	390 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170525	1,089,460 	470 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170526	1,251,720 	540 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170527	950,380 	410 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170528	454,720 	290 	64.6%	1,568 	4,432 
SELL-IN	B	201 	라	20170529	1,541,470 	665 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170530	857,660 	370 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170531	602,680 	250 	45.6%	2,411 	4,432 
SELL-IN	B	201 	라	20170601	1,170,592 	505 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170602	1,263,320 	545 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170603	2,225,290 	960 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170604	115,905 	50 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170605	1,471,956 	635 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170606	1,483,534 	640 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170607	1,019,936 	440 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170608	660,651 	285 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170609	927,202 	400 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170610	1,124,256 	485 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170611	46,360 	20 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170612	1,135,846 	490 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170613	996,770 	430 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170614	822,907 	355 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170615	857,690 	370 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170616	904,028 	390 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170617	2,364,408 	1,020 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170618	0 	0 			
SELL-IN	B	201 	라	20170619	1,923,992 	830 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170620	1,414,006 	610 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170621	1,599,458 	690 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170622	1,089,488 	470 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170623	1,159,040 	500 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170624	1,680,569 	725 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170625	23,180 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170626	1,298,109 	570 	48.6%	2,277 	4,432 
SELL-IN	B	201 	라	20170627	2,804,792 	1,210 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170628	1,263,346 	545 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170629	1,657,415 	715 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170630	1,437,192 	610 	46.8%	2,356 	4,432 
SELL-IN	B	201 	라	20170701	4,311,480 	1,880 	48.3%	2,293 	4,432 
SELL-IN	B	201 	라	20170702	23,180 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170703	1,668,960 	720 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170704	1,437,160 	620 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170705	1,483,520 	640 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170706	1,008,330 	435 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170707	1,263,310 	545 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170708	1,506,700 	650 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170709	0 	0 			
SELL-IN	B	201 	라	20170710	1,506,700 	650 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170711	2,005,070 	865 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170712	1,599,420 	690 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170713	2,387,540 	1,030 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170714	1,495,110 	645 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170715	3,778,340 	1,630 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170716	301,340 	130 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170717	2,236,870 	965 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170718	3,222,020 	1,390 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170719	3,731,980 	1,610 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170720	3,268,380 	1,410 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170721	3,245,200 	1,400 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170722	3,256,790 	1,405 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170723	208,620 	90 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170724	2,526,620 	1,090 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170725	3,117,710 	1,345 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170726	1,877,580 	810 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170727	2,515,030 	1,085 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170728	2,248,460 	970 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170729	2,515,030 	1,085 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170730	417,240 	180 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170731	417,240 	180 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170801	1,819,630 	785 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170802	1,471,930 	635 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170803	1,298,080 	560 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170804	1,564,650 	675 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170805	1,831,220 	790 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170806	150,670 	65 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170807	1,495,110 	645 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170808	1,692,140 	730 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170809	1,622,600 	700 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170810	2,410,720 	1,040 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170811	1,101,050 	475 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170812	1,159,000 	500 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170813	92,720 	40 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170814	1,043,100 	450 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170815	776,530 	365 	52.0%	2,127 	4,432 
SELL-IN	B	201 	라	20170816	1,692,140 	910 	58.0%	1,859 	4,432 
SELL-IN	B	201 	라	20170817	1,172,908 	630 	58.0%	1,862 	4,432 
SELL-IN	B	201 	라	20170818	1,590,148 	850 	57.8%	1,871 	4,432 
SELL-IN	B	201 	라	20170819	2,707,424 	1,460 	58.2%	1,854 	4,432 
SELL-IN	B	201 	라	20170820	9,272 	5 	58.2%	1,854 	4,432 
SELL-IN	B	201 	라	20170821	1,659,688 	890 	57.9%	1,865 	4,432 
SELL-IN	B	201 	라	20170822	1,446,432 	780 	58.2%	1,854 	4,432 
SELL-IN	B	201 	라	20170823	1,557,696 	840 	58.2%	1,854 	4,432 
SELL-IN	B	201 	라	20170824	1,520,608 	820 	58.2%	1,854 	4,432 
SELL-IN	B	201 	라	20170825	2,132,560 	1,145 	58.0%	1,862 	4,432 
SELL-IN	B	201 	라	20170826	1,650,416 	885 	57.9%	1,865 	4,432 
SELL-IN	B	201 	라	20170827	0 	0 			
SELL-IN	B	201 	라	20170828	1,520,608 	820 	58.2%	1,854 	4,432 
SELL-IN	B	201 	라	20170829	1,668,960 	900 	58.2%	1,854 	4,432 
SELL-IN	B	201 	라	20170830	1,075,552 	580 	58.2%	1,854 	4,432 
SELL-IN	B	201 	라	20170831	-83,448 	25 	175.3%	-3,338 	4,432 
SELL-IN	B	201 	라	20170901	2,038,521 	960 	52.1%	2,123 	4,432 
SELL-IN	B	201 	라	20170902	1,911,966 	890 	51.5%	2,148 	4,432 
SELL-IN	B	201 	라	20170903	0 	0 			
SELL-IN	B	201 	라	20170904	1,189,629 	545 	50.7%	2,183 	4,432 
SELL-IN	B	201 	라	20170905	1,795,812 	850 	52.3%	2,113 	4,432 
SELL-IN	B	201 	라	20170906	1,537,044 	700 	50.5%	2,196 	4,432 
SELL-IN	B	201 	라	20170907	622,154 	270 	48.0%	2,304 	4,432 
SELL-IN	B	201 	라	20170908	979,479 	445 	50.3%	2,201 	4,432 
SELL-IN	B	201 	라	20170909	1,464,679 	625 	47.1%	2,343 	4,432 
SELL-IN	B	201 	라	20170910	0 	0 			
SELL-IN	B	201 	라	20170911	1,322,506 	545 	45.2%	2,427 	4,432 
SELL-IN	B	201 	라	20170912	798,094 	350 	48.5%	2,280 	4,432 
SELL-IN	B	201 	라	20170913	469,786 	200 	47.0%	2,349 	4,432 
SELL-IN	B	201 	라	20170914	618,713 	265 	47.3%	2,335 	4,432 
SELL-IN	B	201 	라	20170915	1,116,071 	475 	47.0%	2,350 	4,432 
SELL-IN	B	201 	라	20170916	163,148 	60 	38.6%	2,719 	4,432 
SELL-IN	B	201 	라	20170917	0 	0 			
SELL-IN	B	201 	라	20170918	1,304,848 	565 	47.9%	2,309 	4,432 
SELL-IN	B	201 	라	20170919	1,206,165 	515 	47.2%	2,342 	4,432 
SELL-IN	B	201 	라	20170920	772,030 	330 	47.2%	2,339 	4,432 
SELL-IN	B	201 	라	20170921	529,936 	225 	46.9%	2,355 	4,432 
SELL-IN	B	201 	라	20170922	961,876 	410 	47.1%	2,346 	4,432 
SELL-IN	B	201 	라	20170923	188,090 	80 	46.9%	2,351 	4,432 
SELL-IN	B	201 	라	20170924	0 	0 			
SELL-IN	B	201 	라	20170925	784,499 	335 	47.2%	2,342 	4,432 
SELL-IN	B	201 	라	20170926	900,409 	385 	47.2%	2,339 	4,432 
SELL-IN	B	201 	라	20170927	486,822 	210 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170928	741,824 	320 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170929	2,457,292 	1,060 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20170930	-188,090 	-80 	46.9%	2,351 	4,432 
SELL-IN	B	201 	라	20171001	46,364 	20 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171002	2,179,108 	940 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171003	0 	0 			
SELL-IN	B	201 	라	20171004	0 	0 			
SELL-IN	B	201 	라	20171005	0 	0 			
SELL-IN	B	201 	라	20171006	1,425,693 	615 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171007	1,935,697 	835 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171008	0 	0 			
SELL-IN	B	201 	라	20171009	405,685 	175 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171010	2,329,791 	1,005 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171011	69,546 	30 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171012	417,276 	180 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171013	650,852 	280 	47.6%	2,324 	4,432 
SELL-IN	B	201 	라	20171014	0 	0 			
SELL-IN	B	201 	라	20171015	0 	0 			
SELL-IN	B	201 	라	20171016	312,957 	135 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171017	243,411 	105 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171018	0 	0 			
SELL-IN	B	201 	라	20171019	2,329,791 	1,005 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171020	1,530,012 	660 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171021	46,364 	20 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171022	0 	0 			
SELL-IN	B	201 	라	20171023	1,205,464 	520 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171024	892,507 	385 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171025	115,910 	50 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171026	996,826 	430 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171027	683,869 	295 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171028	115,910 	50 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171029	0 	0 			
SELL-IN	B	201 	라	20171030	521,595 	225 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171031	996,826 	430 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171101	707,051 	305 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171102	139,092 	60 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171103	1,390,920 	600 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171104	139,092 	60 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171105	0 	0 			
SELL-IN	B	201 	라	20171106	880,916 	380 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171107	707,051 	305 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171108	92,728 	40 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171109	741,824 	320 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171110	880,916 	380 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171111	23,182 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171112	0 	0 			
SELL-IN	B	201 	라	20171113	973,644 	420 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171114	637,505 	275 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171115	23,182 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171116	973,644 	420 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171117	1,970,470 	850 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171118	23,182 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171119	0 	0 			
SELL-IN	B	201 	라	20171120	69,546 	30 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171121	23,182 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171122	915,689 	395 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171123	312,960 	135 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171124	486,822 	210 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171125	23,182 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171126	0 	0 			
SELL-IN	B	201 	라	20171127	382,503 	165 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171128	533,186 	230 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171129	57,955 	25 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171130	278,184 	120 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171201	869,325 	375 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171202	46,364 	20 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171203	0 	0 			
SELL-IN	B	201 	라	20171204	231,820 	100 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171205	185,456 	80 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171206	0 	0 			
SELL-IN	B	201 	라	20171207	81,137 	35 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171208	0 	0 			
SELL-IN	B	201 	라	20171209	0 	0 			
SELL-IN	B	201 	라	20171210	0 	0 			
SELL-IN	B	201 	라	20171211	23,182 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171212	11,591 	5 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171213	0 	0 			
SELL-IN	B	201 	라	20171214	104,319 	45 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171215	139,092 	60 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171216	0 	0 			
SELL-IN	B	201 	라	20171217	0 	0 			
SELL-IN	B	201 	라	20171218	0 	0 			
SELL-IN	B	201 	라	20171219	0 	0 			
SELL-IN	B	201 	라	20171220	0 	0 			
SELL-IN	B	201 	라	20171221	0 	0 			
SELL-IN	B	201 	라	20171222	34,773 	15 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171223	0 	0 			
SELL-IN	B	201 	라	20171224	0 	0 			
SELL-IN	B	201 	라	20171225	0 	0 			
SELL-IN	B	201 	라	20171226	92,728 	40 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171227	162,274 	70 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20171228	0 	0 			
SELL-IN	B	201 	라	20171229	0 	0 			
SELL-IN	B	201 	라	20171230	0 	0 			
SELL-IN	B	201 	라	20171231	-23,182 	-10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180101	23,182 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180102	0 	0 			
SELL-IN	B	201 	라	20180103	197,047 	85 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180104	208,638 	90 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180105	1,564,785 	675 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180106	23,182 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180107	0 	0 			
SELL-IN	B	201 	라	20180108	869,325 	375 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180109	811,370 	350 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180110	11,591 	5 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180111	394,094 	170 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180112	649,096 	280 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180113	23,182 	10 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180114	0 	0 			
SELL-IN	B	201 	라	20180115	243,411 	105 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180116	625,914 	270 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180117	151,452 	70 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180118	789,714 	365 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180119	1,200,798 	555 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180120	75,726 	35 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180121	0 	0 			
SELL-IN	B	201 	라	20180122	1,179,162 	545 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180123	1,373,886 	635 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180124	108,180 	50 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180125	1,135,890 	525 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180126	1,427,976 	660 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180127	54,090 	25 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180128	0 	0 			
SELL-IN	B	201 	라	20180129	1,341,432 	620 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180130	735,624 	340 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180131	506,900 	235 	51.3%	2,157 	4,432 
SELL-IN	B	201 	라	20180201	1,029,272 	455 	49.0%	2,262 	4,432 
SELL-IN	B	201 	라	20180202	765,006 	330 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180203	81,137 	35 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180204	0 	0 			
SELL-IN	B	201 	라	20180205	162,274 	70 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180206	628,232 	271 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180207	370,912 	160 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180208	266,593 	115 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180209	718,642 	310 	47.7%	2,318 	4,432 
SELL-IN	B	201 	라	20180210	0 	0 			
SELL-IN	B	201 	라	20180211	0 	0 			
SELL-IN	B	201 	라	20180212	451,272 	200 	49.1%	2,256 	4,432 
SELL-IN	B	201 	라	20180213	551,726 	245 	49.2%	2,252 	4,432 
SELL-IN	B	201 	라	20180214	2,098,700 	960 	50.7%	2,186 	4,432 
SELL-IN	B	201 	라	20180215	0 	0 			
SELL-IN	B	201 	라	20180216	0 	0 			
SELL-IN	B	201 	라	20180217	0 	0 			
SELL-IN	B	201 	라	20180218	21,636 	10 	51.2%	2,164 	4,432 
SELL-IN	B	201 	라	20180219	1,373,886 	635 	51.2%	2,164 	4,432 
